id,title,description,intent,keywords,sample_questions,status
dich_vu__internet_viettel__prob_1,Hướng dẫn sử dụng dịch vụ Internet Viettel,Thông tin chi tiết về hướng dẫn sử dụng dịch vụ internet viettel trong dịch vụ Internet Viettel trên ứng dụng VNPT Money,huong_dan_su_dung_dich_vu_internet_viettel,"Internet Viettel,Hướng,dẫn,sử,dụng,Internet,Viettel",Hướng dẫn sử dụng dịch vụ Internet Viettel?|Làm sao để sử dụng dịch vụ internet viettel?|Cách sử dụng dịch vụ internet viettel trên VNPT Money?,active
dich_vu__internet_viettel__prob_2,Kiểm tra lịch sử giao dịch Internet Viettel,Thông tin chi tiết về kiểm tra lịch sử giao dịch internet viettel trong dịch vụ Internet Viettel trên ứng dụng VNPT Money,kiem_tra_lich_su_giao_dich_internet_viettel,"Internet Viettel,Kiểm,tra,lịch,sử,giao,Internet,Viettel",Kiểm tra lịch sử giao dịch Internet Viettel?|Xem lịch sử giao dịch internet viettel ở đâu?|Tra cứu lịch sử giao dịch internet viettel?,active
dich_vu__internet_viettel__prob_3,Lỗi thanh toán Internet Viettel bị treo,Thông tin chi tiết về lỗi thanh toán internet viettel bị treo trong dịch vụ Internet Viettel trên ứng dụng VNPT Money,loi_thanh_toan_internet_viettel_bi_treo,"Internet Viettel,Lỗi,thanh,toán,Internet,Viettel,treo","Lỗi thanh toán Internet Viettel bị treo?|Tôi gặp tình huống lỗi thanh toán internet viettel bị treo, phải làm sao?|Xử lý khi Internet Viettel bị lỗi?",active
dich_vu__internet_viettel__prob_4,Dịch vụ Internet Viettel hỗ trợ nguồn tiền nào?,Thông tin chi tiết về dịch vụ internet viettel hỗ trợ nguồn tiền nào trong dịch vụ Internet Viettel trên ứng dụng VNPT Money,dich_vu_internet_viettel_ho_tro_nguon_tien_nao,"Internet Viettel,Internet,Viettel,hỗ,trợ,nguồn,tiền",Dịch vụ Internet Viettel hỗ trợ nguồn tiền nào?|Tôi muốn hỏi về dịch vụ internet viettel hỗ trợ nguồn tiền nào|Dịch vụ Internet Viettel hỗ trợ nguồn tiền nào trong dịch vụ Internet Viettel?,active
dich_vu__internet_viettel__prob_5,VNPT Money có hỗ trợ đóng cước Internet Viettel không?,Thông tin chi tiết về vnpt money có hỗ trợ đóng cước internet viettel không trong dịch vụ Internet Viettel trên ứng dụng VNPT Money,vnpt_money_co_ho_tro_dong_cuoc_internet_viettel_khong,"Internet Viettel,VNPT,Money,hỗ,trợ,đóng,cước,Internet,Viettel",VNPT Money có hỗ trợ đóng cước Internet Viettel không?|Tôi muốn hỏi về vnpt money có hỗ trợ đóng cước internet viettel không|VNPT Money có hỗ trợ đóng cước Internet Viettel không trong dịch vụ Internet Viettel?,active
dich_vu__internet_viettel__prob_6,Tôi nhập số điện thoại đăng ký mạng Viettel để tra cứu cước được không?,Thông tin chi tiết về tôi nhập số điện thoại đăng ký mạng viettel để tra cứu cước được không trong dịch vụ Internet Viettel trên ứng dụng VNPT Money,toi_nhap_so_dien_thoai_dang_ky_mang_viettel_de_tra_cuu_cuoc_duoc_khong,"Internet Viettel,nhập,số,điện,thoại,đăng,ký,mạng,Viettel,tra",Tôi nhập số điện thoại đăng ký mạng Viettel để tra cứu cước được không?|Tôi muốn hỏi về tôi nhập số điện thoại đăng ký mạng viettel để tra cứu cước được không|Tôi nhập số điện thoại đăng ký mạng Viettel để tra cứu cước được không trong dịch vụ Internet Viettel?,active
dich_vu__internet_viettel__prob_7,Phí thanh toán cước Viettel trên VNPT Money là bao nhiêu?,Thông tin chi tiết về phí thanh toán cước viettel trên vnpt money là bao nhiêu trong dịch vụ Internet Viettel trên ứng dụng VNPT Money,phi_thanh_toan_cuoc_viettel_tren_vnpt_money_la_bao_nhieu,"Internet Viettel,Phí,thanh,toán,cước,Viettel,VNPT,Money,nhiêu",Phí thanh toán cước Viettel trên VNPT Money là bao nhiêu?|Tôi muốn hỏi về phí thanh toán cước viettel trên vnpt money là bao nhiêu|Phí thanh toán cước Viettel trên VNPT Money là bao nhiêu trong dịch vụ Internet Viettel?,active
dich_vu__dien_nuoc_khac__prob_1,Hướng dẫn thanh toán tiền Điện,Thông tin chi tiết về hướng dẫn thanh toán tiền điện trong dịch vụ Điện nước khác trên ứng dụng VNPT Money,huong_dan_thanh_toan_tien_dien,"Điện nước khác,Hướng,dẫn,thanh,toán,tiền,Điện",Hướng dẫn thanh toán tiền Điện?|Làm sao để thanh toán tiền điện?|Cách thanh toán tiền điện trên VNPT Money?,active
dich_vu__dien_nuoc_khac__prob_2,Tôi không nhớ Mã khách hàng (Mã PE) thì làm sao?,Thông tin chi tiết về tôi không nhớ mã khách hàng (mã pe) thì làm sao trong dịch vụ Điện nước khác trên ứng dụng VNPT Money,toi_khong_nho_ma_khach_hang_ma_pe_thi_lam_sao,"Điện nước khác,nhớ,Mã,khách,hàng,PE",Tôi không nhớ Mã khách hàng (Mã PE) thì làm sao?|Tôi muốn hỏi về tôi không nhớ mã khách hàng (mã pe) thì làm sao|Tôi không nhớ Mã khách hàng (Mã PE) thì làm sao trong dịch vụ Điện nước khác?,active
dich_vu__dien_nuoc_khac__prob_3,Thanh toán trùng (đã đóng ở nơi khác) thì xử lý sao?,Thông tin chi tiết về thanh toán trùng (đã đóng ở nơi khác) thì xử lý sao trong dịch vụ Điện nước khác trên ứng dụng VNPT Money,thanh_toan_trung_da_dong_o_noi_khac_thi_xu_ly_sao,"Điện nước khác,Thanh,toán,trùng,đóng,nơi,khác,xử,lý",Thanh toán trùng (đã đóng ở nơi khác) thì xử lý sao?|Tôi muốn hỏi về thanh toán trùng (đã đóng ở nơi khác) thì xử lý sao|Thanh toán trùng (đã đóng ở nơi khác) thì xử lý sao trong dịch vụ Điện nước khác?,active
dich_vu__dien_nuoc_khac__prob_4,Tại sao báo 'Không tìm thấy hóa đơn'?,Thông tin chi tiết về tại sao báo 'không tìm thấy hóa đơn' trong dịch vụ Điện nước khác trên ứng dụng VNPT Money,tai_sao_bao_khong_tim_thay_hoa_don,"Điện nước khác,báo,'Không,tìm,thấy,hóa,đơn'",Tại sao báo 'Không tìm thấy hóa đơn'?|Tôi muốn hỏi về tại sao báo 'không tìm thấy hóa đơn'|Tại sao báo 'Không tìm thấy hóa đơn' trong dịch vụ Điện nước khác?,active
dich_vu__phi_chung_cu__prob_1,Hướng dẫn sử dụng dịch vụ Phí chung cư,Thông tin chi tiết về hướng dẫn sử dụng dịch vụ phí chung cư trong dịch vụ Phí chung cư trên ứng dụng VNPT Money,huong_dan_su_dung_dich_vu_phi_chung_cu,"Phí chung cư,Hướng,dẫn,sử,dụng,Phí,chung,cư",Hướng dẫn sử dụng dịch vụ Phí chung cư?|Làm sao để sử dụng dịch vụ phí chung cư?|Cách sử dụng dịch vụ phí chung cư trên VNPT Money?,active
dich_vu__phi_chung_cu__prob_2,Kiểm tra lịch sử giao dịch Phí chung cư,Thông tin chi tiết về kiểm tra lịch sử giao dịch phí chung cư trong dịch vụ Phí chung cư trên ứng dụng VNPT Money,kiem_tra_lich_su_giao_dich_phi_chung_cu,"Phí chung cư,Kiểm,tra,lịch,sử,giao,Phí,chung,cư",Kiểm tra lịch sử giao dịch Phí chung cư?|Xem lịch sử giao dịch phí chung cư ở đâu?|Tra cứu lịch sử giao dịch phí chung cư?,active
dich_vu__phi_chung_cu__prob_3,Lỗi thanh toán Phí chung cư bị treo,Thông tin chi tiết về lỗi thanh toán phí chung cư bị treo trong dịch vụ Phí chung cư trên ứng dụng VNPT Money,loi_thanh_toan_phi_chung_cu_bi_treo,"Phí chung cư,Lỗi,thanh,toán,Phí,chung,cư,treo","Lỗi thanh toán Phí chung cư bị treo?|Tôi gặp tình huống lỗi thanh toán phí chung cư bị treo, phải làm sao?|Xử lý khi Phí chung cư bị lỗi?",active
dich_vu__phi_chung_cu__prob_4,Dịch vụ Phí chung cư hỗ trợ nguồn tiền nào?,Thông tin chi tiết về dịch vụ phí chung cư hỗ trợ nguồn tiền nào trong dịch vụ Phí chung cư trên ứng dụng VNPT Money,dich_vu_phi_chung_cu_ho_tro_nguon_tien_nao,"Phí chung cư,Phí,chung,cư,hỗ,trợ,nguồn,tiền",Dịch vụ Phí chung cư hỗ trợ nguồn tiền nào?|Tôi muốn hỏi về dịch vụ phí chung cư hỗ trợ nguồn tiền nào|Dịch vụ Phí chung cư hỗ trợ nguồn tiền nào trong dịch vụ Phí chung cư?,active
dich_vu__phi_chung_cu__prob_5,Phí chung cư bao gồm những khoản nào?,Thông tin chi tiết về phí chung cư bao gồm những khoản nào trong dịch vụ Phí chung cư trên ứng dụng VNPT Money,phi_chung_cu_bao_gom_nhung_khoan_nao,"Phí chung cư,Phí,chung,cư,gồm,khoản",Phí chung cư bao gồm những khoản nào?|Tôi muốn hỏi về phí chung cư bao gồm những khoản nào|Phí chung cư bao gồm những khoản nào trong dịch vụ Phí chung cư?,active
dich_vu__phi_chung_cu__prob_6,Tôi không tìm thấy tên chung cư của mình trong danh sách?,Thông tin chi tiết về tôi không tìm thấy tên chung cư của mình trong danh sách trong dịch vụ Phí chung cư trên ứng dụng VNPT Money,toi_khong_tim_thay_ten_chung_cu_cua_minh_trong_danh_sach,"Phí chung cư,tìm,thấy,tên,chung,cư,danh,sách",Tôi không tìm thấy tên chung cư của mình trong danh sách?|Tôi muốn hỏi về tôi không tìm thấy tên chung cư của mình trong danh sách|Tôi không tìm thấy tên chung cư của mình trong danh sách trong dịch vụ Phí chung cư?,active
dich_vu__phi_chung_cu__prob_7,Đóng phí chung cư xong có được nhận phiếu thu không?,Thông tin chi tiết về đóng phí chung cư xong có được nhận phiếu thu không trong dịch vụ Phí chung cư trên ứng dụng VNPT Money,dong_phi_chung_cu_xong_co_duoc_nhan_phieu_thu_khong,"Phí chung cư,Đóng,phí,chung,cư,xong,nhận,phiếu,thu",Đóng phí chung cư xong có được nhận phiếu thu không?|Tôi muốn hỏi về đóng phí chung cư xong có được nhận phiếu thu không|Đóng phí chung cư xong có được nhận phiếu thu không trong dịch vụ Phí chung cư?,active
dich_vu__hoc_phi_vnedu__prob_1,Hướng dẫn đóng học phí VnEdu,Thông tin chi tiết về hướng dẫn đóng học phí vnedu trong dịch vụ Học phí VnEdu trên ứng dụng VNPT Money,huong_dan_dong_hoc_phi_vnedu,"Học phí VnEdu,Hướng,dẫn,đóng,học,phí,VnEdu",Hướng dẫn đóng học phí VnEdu?|Làm sao để đóng học phí vnedu?|Cách đóng học phí vnedu trên VNPT Money?,active
dich_vu__hoc_phi_vnedu__prob_2,Không tìm thấy thông tin học sinh?,Thông tin chi tiết về không tìm thấy thông tin học sinh trong dịch vụ Học phí VnEdu trên ứng dụng VNPT Money,khong_tim_thay_thong_tin_hoc_sinh,"Học phí VnEdu,tìm,thấy,thông,tin,học,sinh",Không tìm thấy thông tin học sinh?|Tôi muốn hỏi về không tìm thấy thông tin học sinh|Không tìm thấy thông tin học sinh trong dịch vụ Học phí VnEdu?,active
dich_vu__hoc_phi_vnedu__prob_3,Biên lai đóng học phí lấy ở đâu?,Thông tin chi tiết về biên lai đóng học phí lấy ở đâu trong dịch vụ Học phí VnEdu trên ứng dụng VNPT Money,bien_lai_dong_hoc_phi_lay_o_dau,"Học phí VnEdu,Biên,lai,đóng,học,phí,lấy,đâu",Biên lai đóng học phí lấy ở đâu?|Tôi muốn hỏi về biên lai đóng học phí lấy ở đâu|Biên lai đóng học phí lấy ở đâu trong dịch vụ Học phí VnEdu?,active
dich_vu__hoc_phi_vnedu__prob_4,Có thể đóng hộ học phí cho người khác không?,Thông tin chi tiết về có thể đóng hộ học phí cho người khác không trong dịch vụ Học phí VnEdu trên ứng dụng VNPT Money,co_the_dong_ho_hoc_phi_cho_nguoi_khac_khong,"Học phí VnEdu,đóng,hộ,học,phí,người,khác",Có thể đóng hộ học phí cho người khác không?|Tôi muốn hỏi về có thể đóng hộ học phí cho người khác không|Có thể đóng hộ học phí cho người khác không trong dịch vụ Học phí VnEdu?,active
dich_vu__hoc_phi_vnedu__prob_5,Tôi đóng học phí VnEdu nhưng bị trừ tiền 2 lần thì làm sao?,Thông tin chi tiết về tôi đóng học phí vnedu nhưng bị trừ tiền 2 lần thì làm sao trong dịch vụ Học phí VnEdu trên ứng dụng VNPT Money,toi_dong_hoc_phi_vnedu_nhung_bi_tru_tien_2_lan_thi_lam_sao,"Học phí VnEdu,đóng,học,phí,VnEdu,trừ,tiền,lần",Tôi đóng học phí VnEdu nhưng bị trừ tiền 2 lần thì làm sao?|Tôi muốn hỏi về tôi đóng học phí vnedu nhưng bị trừ tiền 2 lần thì làm sao|Tôi đóng học phí VnEdu nhưng bị trừ tiền 2 lần thì làm sao trong dịch vụ Học phí VnEdu?,active
dich_vu__hoc_phi_vnedu__prob_6,Tại sao tôi không thấy khoản thu Bảo hiểm Y tế trên VnEdu?,Thông tin chi tiết về tại sao tôi không thấy khoản thu bảo hiểm y tế trên vnedu trong dịch vụ Học phí VnEdu trên ứng dụng VNPT Money,tai_sao_toi_khong_thay_khoan_thu_bao_hiem_y_te_tren_vnedu,"Học phí VnEdu,thấy,khoản,thu,Bảo,hiểm,tế,VnEdu",Tại sao tôi không thấy khoản thu Bảo hiểm Y tế trên VnEdu?|Tôi muốn hỏi về tại sao tôi không thấy khoản thu bảo hiểm y tế trên vnedu|Tại sao tôi không thấy khoản thu Bảo hiểm Y tế trên VnEdu trong dịch vụ Học phí VnEdu?,active
dich_vu__hoc_phi_vnedu__prob_7,Tôi muốn in hóa đơn đỏ (VAT) cho học phí VnEdu?,Thông tin chi tiết về tôi muốn in hóa đơn đỏ (vat) cho học phí vnedu trong dịch vụ Học phí VnEdu trên ứng dụng VNPT Money,toi_muon_in_hoa_don_do_vat_cho_hoc_phi_vnedu,"Học phí VnEdu,in,hóa,đơn,đỏ,VAT,học,phí,VnEdu",Tôi muốn in hóa đơn đỏ (VAT) cho học phí VnEdu?|Tôi muốn hỏi về tôi muốn in hóa đơn đỏ (vat) cho học phí vnedu|Tôi muốn in hóa đơn đỏ (VAT) cho học phí VnEdu trong dịch vụ Học phí VnEdu?,active
dich_vu__hoc_phi_ssc__prob_1,Hướng dẫn đóng học phí VnEdu,Thông tin chi tiết về hướng dẫn đóng học phí vnedu trong dịch vụ Học phí SSC trên ứng dụng VNPT Money,huong_dan_dong_hoc_phi_vnedu,"Học phí SSC,Hướng,dẫn,đóng,học,phí,VnEdu",Hướng dẫn đóng học phí VnEdu?|Làm sao để đóng học phí vnedu?|Cách đóng học phí vnedu trên VNPT Money?,active
dich_vu__hoc_phi_ssc__prob_2,Không tìm thấy thông tin học sinh?,Thông tin chi tiết về không tìm thấy thông tin học sinh trong dịch vụ Học phí SSC trên ứng dụng VNPT Money,khong_tim_thay_thong_tin_hoc_sinh,"Học phí SSC,tìm,thấy,thông,tin,học,sinh",Không tìm thấy thông tin học sinh?|Tôi muốn hỏi về không tìm thấy thông tin học sinh|Không tìm thấy thông tin học sinh trong dịch vụ Học phí SSC?,active
dich_vu__hoc_phi_ssc__prob_3,Biên lai đóng học phí lấy ở đâu?,Thông tin chi tiết về biên lai đóng học phí lấy ở đâu trong dịch vụ Học phí SSC trên ứng dụng VNPT Money,bien_lai_dong_hoc_phi_lay_o_dau,"Học phí SSC,Biên,lai,đóng,học,phí,lấy,đâu",Biên lai đóng học phí lấy ở đâu?|Tôi muốn hỏi về biên lai đóng học phí lấy ở đâu|Biên lai đóng học phí lấy ở đâu trong dịch vụ Học phí SSC?,active
dich_vu__hoc_phi_ssc__prob_4,Có thể đóng hộ học phí cho người khác không?,Thông tin chi tiết về có thể đóng hộ học phí cho người khác không trong dịch vụ Học phí SSC trên ứng dụng VNPT Money,co_the_dong_ho_hoc_phi_cho_nguoi_khac_khong,"Học phí SSC,đóng,hộ,học,phí,người,khác",Có thể đóng hộ học phí cho người khác không?|Tôi muốn hỏi về có thể đóng hộ học phí cho người khác không|Có thể đóng hộ học phí cho người khác không trong dịch vụ Học phí SSC?,active
dich_vu__hoc_phi_ssc__prob_5,Mã SSC lấy ở đâu?,Thông tin chi tiết về mã ssc lấy ở đâu trong dịch vụ Học phí SSC trên ứng dụng VNPT Money,ma_ssc_lay_o_dau,"Học phí SSC,Mã,SSC,lấy,đâu",Mã SSC lấy ở đâu?|Tôi muốn hỏi về mã ssc lấy ở đâu|Mã SSC lấy ở đâu trong dịch vụ Học phí SSC?,active
dich_vu__hoc_phi_ssc__prob_6,Đóng học phí qua SSC có mất phí không?,Thông tin chi tiết về đóng học phí qua ssc có mất phí không trong dịch vụ Học phí SSC trên ứng dụng VNPT Money,dong_hoc_phi_qua_ssc_co_mat_phi_khong,"Học phí SSC,Đóng,học,phí,qua,SSC,mất",Đóng học phí qua SSC có mất phí không?|Tôi muốn hỏi về đóng học phí qua ssc có mất phí không|Đóng học phí qua SSC có mất phí không trong dịch vụ Học phí SSC?,active
dich_vu__hoc_phi_ssc__prob_7,Thời gian gạch nợ của hệ thống SSC là bao lâu?,Thông tin chi tiết về thời gian gạch nợ của hệ thống ssc là bao lâu trong dịch vụ Học phí SSC trên ứng dụng VNPT Money,thoi_gian_gach_no_cua_he_thong_ssc_la_bao_lau,"Học phí SSC,Thời,gian,gạch,nợ,hệ,thống,SSC,lâu",Thời gian gạch nợ của hệ thống SSC là bao lâu?|Tôi muốn hỏi về thời gian gạch nợ của hệ thống ssc là bao lâu|Thời gian gạch nợ của hệ thống SSC là bao lâu trong dịch vụ Học phí SSC?,active
dich_vu__nap_the_vinaid__prob_1,Hướng dẫn sử dụng dịch vụ Nạp thẻ VinaID,Thông tin chi tiết về hướng dẫn sử dụng dịch vụ nạp thẻ vinaid trong dịch vụ Nạp thẻ VinaID trên ứng dụng VNPT Money,huong_dan_su_dung_dich_vu_nap_the_vinaid,"Nạp thẻ VinaID,Hướng,dẫn,sử,dụng,Nạp,thẻ,VinaID",Hướng dẫn sử dụng dịch vụ Nạp thẻ VinaID?|Làm sao để sử dụng dịch vụ nạp thẻ vinaid?|Cách sử dụng dịch vụ nạp thẻ vinaid trên VNPT Money?,active
dich_vu__nap_the_vinaid__prob_2,Kiểm tra lịch sử giao dịch Nạp thẻ VinaID,Thông tin chi tiết về kiểm tra lịch sử giao dịch nạp thẻ vinaid trong dịch vụ Nạp thẻ VinaID trên ứng dụng VNPT Money,kiem_tra_lich_su_giao_dich_nap_the_vinaid,"Nạp thẻ VinaID,Kiểm,tra,lịch,sử,giao,Nạp,thẻ,VinaID",Kiểm tra lịch sử giao dịch Nạp thẻ VinaID?|Xem lịch sử giao dịch nạp thẻ vinaid ở đâu?|Tra cứu lịch sử giao dịch nạp thẻ vinaid?,active
dich_vu__nap_the_vinaid__prob_3,Lỗi thanh toán Nạp thẻ VinaID bị treo,Thông tin chi tiết về lỗi thanh toán nạp thẻ vinaid bị treo trong dịch vụ Nạp thẻ VinaID trên ứng dụng VNPT Money,loi_thanh_toan_nap_the_vinaid_bi_treo,"Nạp thẻ VinaID,Lỗi,thanh,toán,Nạp,thẻ,VinaID,treo","Lỗi thanh toán Nạp thẻ VinaID bị treo?|Tôi gặp tình huống lỗi thanh toán nạp thẻ vinaid bị treo, phải làm sao?|Xử lý khi Nạp thẻ VinaID bị lỗi?",active
dich_vu__nap_the_vinaid__prob_4,Dịch vụ Nạp thẻ VinaID hỗ trợ nguồn tiền nào?,Thông tin chi tiết về dịch vụ nạp thẻ vinaid hỗ trợ nguồn tiền nào trong dịch vụ Nạp thẻ VinaID trên ứng dụng VNPT Money,dich_vu_nap_the_vinaid_ho_tro_nguon_tien_nao,"Nạp thẻ VinaID,Nạp,thẻ,VinaID,hỗ,trợ,nguồn,tiền",Dịch vụ Nạp thẻ VinaID hỗ trợ nguồn tiền nào?|Tôi muốn hỏi về dịch vụ nạp thẻ vinaid hỗ trợ nguồn tiền nào|Dịch vụ Nạp thẻ VinaID hỗ trợ nguồn tiền nào trong dịch vụ Nạp thẻ VinaID?,active
dich_vu__nap_the_vinaid__prob_5,Thẻ VinaID dùng để làm gì?,Thông tin chi tiết về thẻ vinaid dùng để làm gì trong dịch vụ Nạp thẻ VinaID trên ứng dụng VNPT Money,the_vinaid_dung_de_lam_gi,"Nạp thẻ VinaID,Thẻ,VinaID,dùng",Thẻ VinaID dùng để làm gì?|Tôi muốn hỏi về thẻ vinaid dùng để làm gì|Thẻ VinaID dùng để làm gì trong dịch vụ Nạp thẻ VinaID?,active
dich_vu__nap_the_vinaid__prob_6,Làm sao để kiểm tra số dư thẻ VinaID sau khi nạp?,Thông tin chi tiết về làm sao để kiểm tra số dư thẻ vinaid sau khi nạp trong dịch vụ Nạp thẻ VinaID trên ứng dụng VNPT Money,lam_sao_de_kiem_tra_so_du_the_vinaid_sau_khi_nap,"Nạp thẻ VinaID,kiểm,tra,số,dư,thẻ,VinaID,sau,nạp",Làm sao để kiểm tra số dư thẻ VinaID sau khi nạp?|Xem làm sao để số dư thẻ vinaid sau khi nạp ở đâu?|Tra cứu làm sao để số dư thẻ vinaid sau khi nạp?,active
dich_vu__nap_the_vinaid__prob_7,Nạp nhầm vào tài khoản VinaID của bạn khác có lấy lại được không?,Thông tin chi tiết về nạp nhầm vào tài khoản vinaid của bạn khác có lấy lại được không trong dịch vụ Nạp thẻ VinaID trên ứng dụng VNPT Money,nap_nham_vao_tai_khoan_vinaid_cua_ban_khac_co_lay_lai_duoc_khong,"Nạp thẻ VinaID,Nạp,nhầm,tài,khoản,VinaID,khác,lấy,lại",Nạp nhầm vào tài khoản VinaID của bạn khác có lấy lại được không?|Tôi muốn hỏi về nạp nhầm vào tài khoản vinaid của bạn khác có lấy lại được không|Nạp nhầm vào tài khoản VinaID của bạn khác có lấy lại được không trong dịch vụ Nạp thẻ VinaID?,active
dich_vu__hoc_mai__prob_1,Hướng dẫn sử dụng dịch vụ Học mãi,Thông tin chi tiết về hướng dẫn sử dụng dịch vụ học mãi trong dịch vụ Học mãi trên ứng dụng VNPT Money,huong_dan_su_dung_dich_vu_hoc_mai,"Học mãi,Hướng,dẫn,sử,dụng,Học,mãi",Hướng dẫn sử dụng dịch vụ Học mãi?|Làm sao để sử dụng dịch vụ học mãi?|Cách sử dụng dịch vụ học mãi trên VNPT Money?,active
dich_vu__hoc_mai__prob_2,Kiểm tra lịch sử giao dịch Học mãi,Thông tin chi tiết về kiểm tra lịch sử giao dịch học mãi trong dịch vụ Học mãi trên ứng dụng VNPT Money,kiem_tra_lich_su_giao_dich_hoc_mai,"Học mãi,Kiểm,tra,lịch,sử,giao,Học,mãi",Kiểm tra lịch sử giao dịch Học mãi?|Xem lịch sử giao dịch học mãi ở đâu?|Tra cứu lịch sử giao dịch học mãi?,active
dich_vu__hoc_mai__prob_3,Lỗi thanh toán Học mãi bị treo,Thông tin chi tiết về lỗi thanh toán học mãi bị treo trong dịch vụ Học mãi trên ứng dụng VNPT Money,loi_thanh_toan_hoc_mai_bi_treo,"Học mãi,Lỗi,thanh,toán,Học,mãi,treo","Lỗi thanh toán Học mãi bị treo?|Tôi gặp tình huống lỗi thanh toán học mãi bị treo, phải làm sao?|Xử lý khi Học mãi bị lỗi?",active
dich_vu__hoc_mai__prob_4,Dịch vụ Học mãi hỗ trợ nguồn tiền nào?,Thông tin chi tiết về dịch vụ học mãi hỗ trợ nguồn tiền nào trong dịch vụ Học mãi trên ứng dụng VNPT Money,dich_vu_hoc_mai_ho_tro_nguon_tien_nao,"Học mãi,Học,mãi,hỗ,trợ,nguồn,tiền",Dịch vụ Học mãi hỗ trợ nguồn tiền nào?|Tôi muốn hỏi về dịch vụ học mãi hỗ trợ nguồn tiền nào|Dịch vụ Học mãi hỗ trợ nguồn tiền nào trong dịch vụ Học mãi?,active
dich_vu__hoc_mai__prob_5,Tỷ lệ quy đổi tiền khi nạp vào Học mãi là bao nhiêu?,Thông tin chi tiết về tỷ lệ quy đổi tiền khi nạp vào học mãi là bao nhiêu trong dịch vụ Học mãi trên ứng dụng VNPT Money,ty_le_quy_doi_tien_khi_nap_vao_hoc_mai_la_bao_nhieu,"Học mãi,Tỷ,lệ,quy,đổi,tiền,nạp,Học,mãi,nhiêu",Tỷ lệ quy đổi tiền khi nạp vào Học mãi là bao nhiêu?|Tôi muốn hỏi về tỷ lệ quy đổi tiền khi nạp vào học mãi là bao nhiêu|Tỷ lệ quy đổi tiền khi nạp vào Học mãi là bao nhiêu trong dịch vụ Học mãi?,active
dich_vu__hoc_mai__prob_6,"Sau khi nạp tiền vào Học mãi, tôi phải làm gì để mua khóa học?","Thông tin chi tiết về sau khi nạp tiền vào học mãi, tôi phải làm gì để mua khóa học trong dịch vụ Học mãi trên ứng dụng VNPT Money",sau_khi_nap_tien_vao_hoc_mai_toi_phai_lam_gi_de_mua_khoa_hoc,"Học mãi,Sau,nạp,tiền,Học,mãi,mua,khóa","Sau khi nạp tiền vào Học mãi, tôi phải làm gì để mua khóa học?|Tôi muốn hỏi về sau khi nạp tiền vào học mãi, tôi phải làm gì để mua khóa học|Sau khi nạp tiền vào Học mãi, tôi phải làm gì để mua khóa học trong dịch vụ Học mãi?",active
dich_vu__hoc_mai__prob_7,Tại sao tôi nạp tiền rồi nhưng tài khoản Học mãi vẫn chưa có tiền?,Thông tin chi tiết về tại sao tôi nạp tiền rồi nhưng tài khoản học mãi vẫn chưa có tiền trong dịch vụ Học mãi trên ứng dụng VNPT Money,tai_sao_toi_nap_tien_roi_nhung_tai_khoan_hoc_mai_van_chua_co_tien,"Học mãi,nạp,tiền,tài,khoản,Học,mãi,vẫn",Tại sao tôi nạp tiền rồi nhưng tài khoản Học mãi vẫn chưa có tiền?|Tôi muốn hỏi về tại sao tôi nạp tiền rồi nhưng tài khoản học mãi vẫn chưa có tiền|Tại sao tôi nạp tiền rồi nhưng tài khoản Học mãi vẫn chưa có tiền trong dịch vụ Học mãi?,active
dich_vu__thu_phi_dh_cd__prob_1,Hướng dẫn sử dụng dịch vụ Thu phí ĐH - CĐ,Thông tin chi tiết về hướng dẫn sử dụng dịch vụ thu phí đh - cđ trong dịch vụ Thu phí ĐH - CĐ trên ứng dụng VNPT Money,huong_dan_su_dung_dich_vu_thu_phi_dh_cd,"Thu phí ĐH - CĐ,Hướng,dẫn,sử,dụng,Thu,phí,ĐH,CĐ",Hướng dẫn sử dụng dịch vụ Thu phí ĐH - CĐ?|Làm sao để sử dụng dịch vụ thu phí đh - cđ?|Cách sử dụng dịch vụ thu phí đh - cđ trên VNPT Money?,active
dich_vu__thu_phi_dh_cd__prob_2,Kiểm tra lịch sử giao dịch Thu phí ĐH - CĐ,Thông tin chi tiết về kiểm tra lịch sử giao dịch thu phí đh - cđ trong dịch vụ Thu phí ĐH - CĐ trên ứng dụng VNPT Money,kiem_tra_lich_su_giao_dich_thu_phi_dh_cd,"Thu phí ĐH - CĐ,Kiểm,tra,lịch,sử,giao,Thu,phí,ĐH,CĐ",Kiểm tra lịch sử giao dịch Thu phí ĐH - CĐ?|Xem lịch sử giao dịch thu phí đh - cđ ở đâu?|Tra cứu lịch sử giao dịch thu phí đh - cđ?,active
dich_vu__thu_phi_dh_cd__prob_3,Lỗi thanh toán Thu phí ĐH - CĐ bị treo,Thông tin chi tiết về lỗi thanh toán thu phí đh - cđ bị treo trong dịch vụ Thu phí ĐH - CĐ trên ứng dụng VNPT Money,loi_thanh_toan_thu_phi_dh_cd_bi_treo,"Thu phí ĐH - CĐ,Lỗi,thanh,toán,Thu,phí,ĐH,CĐ,treo","Lỗi thanh toán Thu phí ĐH - CĐ bị treo?|Tôi gặp tình huống lỗi thanh toán thu phí đh - cđ bị treo, phải làm sao?|Xử lý khi Thu phí ĐH - CĐ bị lỗi?",active
